"year","ISO_code","countries","ECONOMIC FREEDOM","rank","quartile","1a_government_consumption","1b_transfers","1c_gov_enterprises","1d_top_marg_tax_rate","1_size_government","2a_judicial_independence","2b_impartial_courts","2c_protection_property_rights","2d_military_interference","2e_integrity_legal_system","2f_legal_enforcement_contracts","2g_restrictions_sale_real_property","2h_reliability_police","2i_business_costs_crime","2j_gender_adjustment","2_property_rights","3a_money_growth","3b_std_inflation","3c_inflation","3d_freedom_own_foreign_currency","3_sound_money","4a_tariffs","4b_regulatory_trade_barriers","4c_black_market","4d_control_movement_capital_ppl","4_trade","5a_credit_market_reg","5b_labor_market_reg","5c_business_reg","5_regulation","pib","pib_per_cap","taxa_desemprego"
"2016","NLD","Netherlands","7.71","18","1","1.217647059","3.514908674","8","3","3.933138933","9.075863362","7.249952555","8.684293428","10","10","5.138718524","7.947613359","8.554676373","6.791223685","1","8.160260143","8.292201446","9.785342911","9.93668","10","9.503556089","8.266133333","8.484350456","10","7.877864268","8.657087014","9.116120224","7.445073088","8.256771212","8.272654841","2.19","1.72","6.024"
"2016","NZL","New Zealand","8.49","3","1","4.620588235","6.286828584","8","7","6.476854205","9.514131547","7.47866114","8.844600518","10","9.166666667","7.18406154","9.948229639","9.070974192","7.230197588","1","8.715280315","8.832739908","9.205322169","9.783424","10","9.455371519","9.127555556","8.224098358","10","7.192229625","8.635970884","10","8.82776574","8.651580814","9.159782185","4.17","2.147","5.1"
"2016","NIC","Nicaragua","7.27","54","2","8.961764706","10","7","6","7.990441176","0.968992313","1.811996897","4.094202915","4.166666667","5.833333333","5.143385132","7.298086514","5.296296278","6.444444657","0.951219512","4.450667177","8.094951115","9.011716839","9.29602","10","9.100671988","8.459955556","5.594408549","10","7.215392895","7.81743925","9.453487516","6.027600577","5.525600267","7.002229453","4.56","3.485","4.481"
"2016","NER","Niger","6.01","131","4","6.538235294","9.839237057","6","5","6.844368088","","4.3","","3.333333333","3.333333333","4.027930423","7.201903645","","","0.648648649","3.659423094","8.782580864","9.318790791","9.96586","0","7.016807914","6.134238742","4.371021307","10","1.435558977","5.485204757","9.126628476","4.261926378","7.78649342","7.058349425","5.69","1.687","0"
"2016","NGA","Nigeria","6.32","118","3","9.47723803","9.867493736","2","7","7.086182942","4.375132322","3.038399617","4.627563158","3.333333333","3.333333333","4.47515801","5.246374545","3.262872298","3.44468236","0.846153846","3.603779382","8.961600304","9.021117374","6.8608","5","7.46087942","7.2412","3.147079945","8.446115288","4.782538647","5.90423347","8.656035123","8.94800014","5.090470308","7.56483519","-1.62","-4.169","13.375"
"2016","NOR","Norway","7.6","25","1","1.526470588","4.954059491","7","4.5","4.49513252","9.27011013","6.899097363","8.611489932","10","10","6.848528697","9.121524194","9.154444535","8.199858665","1","8.67833928","9.614939733","9.092169639","9.29","10","9.499277343","6.226666667","7.788105064","10","6.336453971","7.587806425","10","5.134820101","8.065446388","7.733422163","1.07","0.172","4.74"
"2016","OMN","Oman","6.76","89","3","0","8.134859664","0","10","4.533714916","6.091322898","5.576373737","7.414800327","8.333333333","8.333333333","5.040357704","8.054056014","8.759259383","8.800880908","0.609756098","5.938543854","9.478238189","5.900339633","9.7798","10","8.789594455","8.027555556","6.823846106","10","5.978900072","7.707575433","6.980841542","6.212445033","7.298674058","6.830653545","4.90","-1.162","0"
"2016","PAK","Pakistan","6","132","4","8.126470588","9.219277683","6","8","7.836437068","4.38096126","3.962908387","4.334803025","2.5","5","3.754394327","5.562326345","3.78082792","3.560699622","0.692307692","3.463300254","8.187106135","8.936357865","9.2496","0","6.593266","7.133111111","4.012630231","10","2.16162985","5.826842798","8.085288982","4.913770772","5.873803256","6.290954337","4.56","2.57","5.958"
"2016","PAN","Panama","7.58","27","1","6.397058824","8.555858311","8","6.5","7.363229284","2.973926067","3.247446219","6.3738211","8.333333333","5","2.691072412","8.785860187","5.748341083","5.263662338","0.948717949","5.241776593","9.668702765","9.26771796","9.8508","10","9.696805181","7.895848317","7.658044496","10","9.233427313","8.696830031","9.111259852","5.054958663","6.541994523","6.902737679","4.95","3.351","5.494"
"2016","PNG","Pap. New Guinea","6.25","122","4","4.523198452","7.664850136","8","5","6.297012147","4.269308436","4.1","4.115102361","7.5","5","1.010607601","6.929956467","3.069189181","3.043415102","0.897435897","4.115072446","9.207815266","7.559904985","8.66526","0","6.358245063","7.254311111","4.595100978","10","6.93327224","7.195671082","8.077682878","7.987881812","5.744827482","7.270130724","4.95","3.351","5.494"
"2016","PRY","Paraguay","6.95","76","2","7.388235294","8.850240164","8","8.5","8.184618864","1.824970643","2.309366266","4.456478755","2.5","3.333333333","4.074723631","8.538954848","2.833951712","4.696211815","1","3.840887889","9.04245502","8.905643861","9.18264","10","9.28268472","7.961866667","5.553456663","10","5.61072603","7.28151234","8.558596422","4.179869337","5.696261846","6.144909202","4.31","2.81","5.998"
"2016","PER","Peru","7.43","44","2","6.758823529","9.659719031","6","5.5","6.97963564","3.367999395","2.578500112","4.485447407","7.5","5","5.084941294","8.773508636","2.629039288","3.471374908","1","4.765645671","9.905325934","9.631965451","9.28086","10","9.704537846","9.173955556","5.73433796","10","7.99604875","8.226085566","9.293634163","6.931629568","6.240786746","7.488683492","4.05","2.937","6.742"
"2016","PHL","Philippines","7.34","49","2","7.9","9.095367847","10","7","8.498841962","4.264618953","3.230035305","5.441059272","4.166666667","4.166666667","3.116401178","7.925068367","3.976093928","4.299092293","0.897435897","4.27826495","8.605310592","9.438580359","9.64666","10","9.422637738","7.747866667","5.374414099","10","5.38680204","7.127270701","9.332072511","6.794622962","5.982803778","7.369833084","6.88","5.145","5.475"
"2016","POL","Poland","7.27","54","2","4.888235294","5.609294392","8","4","5.624382422","3.704773188","2.919246158","5.112249057","10","7.5","4.123415198","9.277711792","5.143005848","6.419945558","0.846153846","5.559009928","9.083963877","9.62969112","9.878066","10","9.647930249","8.266133333","7.951521887","10","5.435969801","7.913406255","8.829154802","7.141670411","6.787932898","7.586252704","3.06","3.168","6.161"
"2016","PRT","Portugal","7.51","36","1","5.420588235","4.719198936","10","2.5","5.659946793","6.52775526","3.022828698","6.152745883","10","8.333333333","5.297116834","7.58150873","7.851490975","8.045332432","1","6.979123572","7.926290505","9.598598502","9.878522","10","9.350852752","8.266133333","8.756808851","10","6.483006693","8.376487219","8.403558925","5.869857221","7.28051215","7.184642765","2.02","2.342","11.066"
"2016","QAT","Qatar","7.49","38","1","0","9.613647987","","10","6.537882662","7.171345552","7.252928813","7.658549945","6.666666667","8.333333333","4.85642951","9.655696541","8.861652215","9.022358258","0.615384615","6.235291357","9.745660927","5.548585767","9.4249","10","8.679786673","8.436311111","7.3079003","10","4.850372704","7.648646029","10","6.469661259","8.540734555","8.336798605","2.13","-4.886","0"
"2016","ROU","Romania","7.69","20","1","6.308823529","7.025733572","7","7","6.833639275","4.795878728","3.018834393","5.640152295","8.333333333","5.833333333","5.038344998","9.237416468","5.646742185","6.819165548","1","6.040355698","8.203500916","9.469986006","9.6924","10","9.34147173","8.266133333","8.010570222","10","7.489308742","8.441503074","9.788780308","7.370154365","6.171203096","7.77671259","4.80","5.41","5.902"
"2016","RUS","Russia","6.83","87","3","4.120588235","5.2292964","10","7.5","6.712471159","4.197311402","3.915076256","4.320523342","6.666666667","5","6.922299313","9.688567665","4.606658618","5.912367503","0.743589744","4.962398878","8.626469425","9.197752242","8.59006","10","9.103570417","6.937955556","5.718175758","10","4.698154575","6.838571472","7.90710423","5.513907262","6.182900234","6.534637242","0.29","0.081","5.525"
"2016","RWA","Rwanda","7.48","40","1","6.908823529","9.45915826","0","6.5","5.716995447","7.614716688","7.012629112","7.454308668","6.1","","3.73125763","9.834834214","8.709508578","8.295481205","0.951219512","7.164967817","9.251792375","9.276083036","8.855","10","9.345718853","7.049644444","5.357440907","10","5.653023717","7.015027267","7.739761382","8.519241665","8.230928412","8.163310486","5.98","3.493","0"
"2016","SAU","Saudi Arabia","6.52","103","3","0.7","","","10","5.35","6.99511369","5.685184399","6.753231685","8.333333333","8.333333333","4.460255988","9.971651144","8.146472772","7.309026718","0.414634146","5.186017585","9.69436431","7.093262702","9.2953","10","9.020731753","7.5724","3.782120251","10","2.247889034","5.900602321","7.281304382","6.91039032","7.226813965","7.139502889","1.67","-0.65","5.6"
"2016","SEN","Senegal","6.22","125","4","6.591176471","9.730965269","6","5","6.830535435","4.502584537","5.10411342","5.4525733","4.166666667","5","2.788290415","6.37769505","6.689991157","5.403493245","0.682926829","4.252700728","9.333597143","9.628901552","9.83306","0","7.198889674","7.3744","5.500410174","10","3.785341172","6.665037837","9.191888494","3.567838362","5.699178326","6.152968394","6.36","3.357","0"
"2016","SRB","Serbia","6.85","84","3","6.444117647","3.689298472","8","7.5","6.40835403","3.046192725","2.730669379","3.926936388","6.666666667","5.833333333","3.199945732","8.682724548","4.83220617","5.594917138","1","4.945954676","8.508403908","9.305290092","9.7756","5","8.1473235","8.315022222","7.379285464","10","4.712717053","7.601756185","8.129176179","6.89419799","6.440132031","7.154502067","3.34","3.883","15.917"
"2016","SYC","Seychelles","7.23","58","2","0","7.307387881","8","10","6.32684697","5.03546079","4.450354576","5.709219773","8.2","","4.064276714","7.075346502","5.851063728","5.567375818","0.974358974","5.670494453","7.732406514","8.478045944","9.7969","10","9.001838115","8.185422222","5.684543883","9.026217228","8.142616851","7.759700046","8","7.358245516","6.808913596","7.389053037","4.56","3.836","2.684"
"2016","SLE","Sierra Leone","5.75","144","4","8.570588235","10","4","5.5","7.017647059","3.206716378","3.295634588","4.28438584","4.166666667","5.833333333","4.183306561","5.391561338","4.040298065","4.535148938","0.846153846","3.993543765","7.815150715","7.135546946","7.8234","5","6.943524415","7.919111111","3.973698001","10","2.336268514","6.057269406","3.666666667","5.154918048","5.33672917","4.719437962","6.35","2.919","0"
"2016","SGP","Singapore","8.84","2","1","4.823529412","8.854173721","8","10","7.919425783","7.791729768","7.391490937","8.927309513","8.333333333","8.333333333","7.661021481","8.961690843","9.241012732","8.364574115","0.974358974","8.22709857","9.711728122","9.4356877","9.8995","10","9.761728956","10","8.680010952","10","8.484695691","9.291176661","10","7.669194407","9.272599991","8.980598133","3.24","1.913","2.075"
"2016","SVK","Slovak Rep","7.3","53","2","4.05","4.809322327","8","5.5","5.589830582","2.97900796","2.011313438","5.225345293","10","6.666666667","3.140705679","9.688162581","4.247194927","6.333305042","1","5.587966843","8.257661644","9.721346175","9.896","10","9.468751955","8.266133333","7.858526322","10","7.003463009","8.282030666","9.591354571","6.979694845","6.15633359","7.575794336","3.24","1.913","2.075"
"2016","SVN","Slovenia","7.05","71","2","4.120588235","4.98651143","8","2","4.776774916","4.530377785","3.145587444","5.631730557","9.166666667","7.5","4.228332095","8.40706527","7.115565142","7.705590725","0.948717949","6.217592011","8.209171462","9.875551767","9.98868","10","9.518350807","8.266133333","8.002853009","10","5.267134361","7.884030176","7.913211713","6.082033233","6.540444744","6.845229897","3.12","3.056","8.008"
"2016","ZAF","South Africa","6.65","94","3","4.185294118","7.990042722","8","4","6.04383421","6.51722749","5.447422266","5.858711402","8.333333333","3.333333333","3.925506183","7.067112134","3.598785798","2.59077986","1","5.185801311","8.893684386","9.699269375","8.7348","5","8.08193844","7.437333333","4.651350293","10","5.021162068","6.777461423","9.166821125","6.515086515","5.82292396","7.1682772","0.40","-1.109","26.725"
"2016","ESP","Spain","7.56","30","1","4.517647059","4.560500555","10","5","6.019536903","5.268001557","3.935998678","6.084128222","8.333333333","8.333333333","5.575964621","7.758620984","8.71231397","7.2295475","1","6.803471355","8.164989515","9.831322156","9.9596","10","9.488977918","8.266133333","8.073263579","10","5.861165841","8.050140688","9.323395523","6.168681143","6.78775876","7.426611809","3.03","3.052","19.635"
"2016","LKA","Sri Lanka","6.49","106","3","8.452941176","9.091303543","7","8.5","8.26106118","4.86371239","3.804041544","5.239989758","5","5.833333333","3.614643447","7.359711578","5.170000395","5.853353342","0.897435897","4.926880553","8.039273202","8.737118085","9.2026","0","6.494747822","5.911955556","5.852215507","10","1.799976561","5.891036906","7.5799238","6.425990078","6.647377215","6.884430365","4.49","3.319","4.4"
"2016","SDN","Sudan","5.36","153","4","9.823529412","","10","8.5","9.441176471","","3.5","","0","4.166666667","3.796927204","8.937459171","","","0.463414634","2.985519957","7.268192154","3.405167772","6.449934704","5","5.530823658","7.072","0.917159763","0","3.519402565","2.877140582","6.744687251","4.712646795","6.36943202","5.942255355","3.47","0.428","20.6"
"2016","SUR","Suriname","6.36","116","3","4.85","8.584782918","10","5","7.10869573","4.231635431","5.3","5.564618707","5","5","2.745757539","4.627291125","8.009479538","7.078947226","0.974358974","5.21644612","9.467712345","4.512391275","0","10","5.995025905","7.479288889","6.6960796","10","4.643449254","7.204704436","6.322","7.471358773","5.008237859","6.267198877","-5.56","-6.938","10"
"2016","SWZ","Swaziland","6.46","108","3","4.994117647","9.875389038","0","7","5.467376671","4.285714228","3.75","4.65277791","5.1","","1.591293744","7.269266228","7.43055582","7.133333683","0.692307692","4.359061132","7.981410381","9.508401796","8.432","5","7.730453044","4.680533333","7.873188181","10","5.508322817","7.015511083","8.776","7.770852617","6.635456453","7.727436356","-5.56","-6.938","10"
"2016","SWE","Sweden","7.44","43","2","0.841176471","4.641235241","8","1","3.620602928","8.535521825","6.74304684","8.272355398","9.166666667","10","4.977399611","8.454247017","7.233297825","6.964761417","1","7.816366289","7.726319881","9.840764878","9.80316","10","9.34256119","8.266133333","8.386810482","10","6.139970275","8.198228523","9.899788495","6.866278807","7.924396572","8.230154625","2.41","0.936","6.95"
"2016","CHE","Switzerland","8.39","4","1","6.4","6.302265359","10","7","7.42556634","9.191307227","7.759735187","9.234495163","10","8.333333333","5.162788105","9.598998829","9.269527595","7.925752003","1","8.497326383","9.921561139","9.853986203","9.9132","10","9.922186836","6.215555556","8.141465227","10","6.19084827","7.636967263","9.310578552","7.845246289","8.269914696","8.475246512","1.71","0.624","3.323"
"2016","SYR","Syria","5.02","157","4","6.819650937","8.967029973","2","7","6.196670228","3.10436513","3.2","5.855555534","3.333333333","7.5","3.219695307","4.0928366","5.9526745","6.109002789","0.463414634","3.444509203","9.478306481","0","1","10","5.11957662","5.231555556","4.031754591","8.585209003","1.801775551","4.912573675","5.585418752","5.846806402","4.901109371","5.444444842","0.00","0","0"
"2016","TWN","Taiwan","7.89","12","1","5.558823529","9.265677742","8","6","7.206125318","5.75346152","4.522240361","7.648681005","6.666666667","8.333333333","5.509127244","7.886393379","7.614914577","7.017658552","1","6.772497404","9.49079931","9.657538323","9.72","10","9.717084408","7.71142699","7.597050369","10","5.610361988","7.729709837","9.081199469","7.075175998","7.946847774","8.034407747","0.00","0","0"
"2016","TJK","Tajikistan","6.72","92","3","8.541204818","9.063487738","0","8.5","6.526173139","5.740431945","5.425497293","5.756878853","4","","5.674560361","8.300622615","6.370370388","6.462453207","0.717948718","5.124943241","8.208029129","8.318429782","8.7992","10","8.831414728","8.502755556","4.33713292","10","2.609283159","6.362292909","8.175652259","5.746970996","6.385046851","6.769223369","6.90","4.62","0"
"2016","TZA","Tanzania","6.92","79","2","6.364705882","9.894345061","7","6","7.314762736","4.742652973","4.715267618","5.142761072","6.666666667","8.333333333","5.71449012","7.024452654","5.62778155","5.123465857","0.918918919","5.659837689","9.923924794","8.995829084","8.96594","5","8.221423469","7.026","2.806977117","10","4.992258483","6.2063089","9.421909213","6.512973782","5.692047104","7.208976699","6.87","3.711","0"
"2016","THA","Thailand","6.85","84","3","4.347058824","9.223523916","6","7","6.642645685","5.129782358","4.431941509","5.153529643","3.333333333","4.166666667","6.272471398","7.468113305","5.086010297","5.186739763","0.846153846","4.741393669","9.835597278","9.750452914","9.96234","5","8.637097548","6.959111111","6.782771056","10","4.692085324","7.108491873","9.333333333","4.717367574","7.249522002","7.100074303","3.43","3.092","1"
"2016","TLS","Timor-Leste","6.55","101","3","0","7.477157104","7","10","6.119289276","3.850188266","3.216529876","2.997392829","5.7","","0","","4.292972477","4.733810622","1","3.541556296","7.464397818","7.456269348","9.75588","10","8.669136791","9.555555556","4.667024356","","6.901727163","7.041435692","9.5","6.690521099","6.014212665","7.401577922","3.55","1.203","0"
"2016","TGO","Togo","5.82","141","4","7.432352941","8.447262339","4","7","6.71990382","","4","","4.166666667","5","3.900700062","2.008727741","","","0.926829268","3.675637715","9.355289155","8.927306554","9.82912","0","7.027928927","7.169955556","3.292319818","10","1.214307694","5.419145767","7.512258848","4.168392051","7.15107165","6.27724085","5.56","2.928","0"
"2016","TTO","Trinidad & Tob.","6.73","91","3","6.962177808","8.418998307","0","7","5.595294029","5.81141154","3.234002591","5.448759397","8.333333333","3.333333333","2.964498047","6.243780052","3.161009947","2.883490722","0.974358974","4.542519459","9.718556709","7.098622504","9.38792","10","9.051274803","7.521866667","6.444505773","10","7.398088895","7.841115334","6","7.581051606","6.265427452","6.61549302","5.10","6.912","0"
"2016","TUN","Tunisia","6.29","121","3","5.311764706","6.411152109","7","4.5","5.805729204","4.698956807","4.116498629","5.83028396","6.666666667","8.333333333","4.881959393","7.25779119","5.566156705","5.266134738","0.804878049","5.276037704","9.343496122","9.646035885","9.2578","0","7.061833002","7.260177778","5.939279955","9.243353783","5.204075532","6.911721762","7.22383241","5.316133332","6.627981938","6.389315893","1.25","0.099","15.544"
"2016","TUR","Turkey","6.84","86","3","5.920588235","6.385131632","7","7","6.576429967","3.437319597","3.177842298","5.590815543","3.333333333","5","4.580553111","8.881571626","5.576922893","5.755081177","0.897435897","4.778738645","7.966541122","9.64030498","8.445","10","9.012961525","5.950711111","7.400737869","10","5.519882047","7.217832757","8.198419074","4.693918207","6.997500639","6.629945973","3.18","1.795","10.907"
"2016","UGA","Uganda","7.41","46","2","9.15","10","10","4","8.2875","4.031134048","4.148972829","5.066053867","3.333333333","5.833333333","4.869959497","8.18722719","4.7252357","4.081293345","0.923076923","4.730399908","9.347710878","6.334117527","8.9072","10","8.647257101","6.793511111","4.616962124","10","8.404392636","7.453716468","9.170259399","8.612699588","6.075612468","7.952857152","2.32","-0.668","0"
"2016","UKR","Ukraine","5.98","134","4","4.973529412","4.869888838","10","8.5","7.085854562","2.246535222","2.7062277","3.804157575","8.333333333","6.666666667","4.8026205","9.087032736","4.492178758","5.2126352","0.717948718","4.519291988","7.609485624","4.69342366","7.221","0","4.880977321","8.829333333","4.188406105","10","3.215464317","6.558300939","9.116298128","5.089809367","6.385128781","6.863745425","2.44","2.866","9.45"
"2016","ARE","Unit. Arab Em.","7.5","37","1","6.073529412","8.816880935","2","10","6.722602587","7.961847782","7.185040712","8.196999232","8.333333333","6.666666667","5.834939596","9.905908896","9.12233591","8.892095088","0.512195122","6.057111609","9.215373817","7.524056278","9.67644","10","9.103967524","8.684","7.992714452","10","6.248273586","8.231247009","6.700399902","6.963296096","8.490801375","7.384832458","2.44","2.866","9.45"
"2016","GBR","United Kingdom","8","9","1","5.211764706","5.445781185","8","4","5.664386473","8.910224438","7.134579023","8.829253515","10","8.333333333","4.394428077","8.015852455","8.351079623","6.67523702","1","7.849331943","9.76575551","9.736824604","9.87168","10","9.843565028","8.266133333","8.163398011","10","7.326789979","8.439080331","8.165769729","8.397936015","8.113997122","8.225900955","1.92","1.083","4.875"
"2016","USA","United States","8.03","6","1","6.714705882","5.990628844","8","5","6.426333682","7.517065207","7.287940979","7.862137158","6.666666667","8.333333333","5.446118366","8.890953497","8.224655787","6.337010065","1","7.396209007","9.7446426","9.899154398","9.7477","10","9.84787425","8.389111111","8.368280907","10","3.855921399","7.653328354","9.333835021","9.137463946","8.011500176","8.827599714","1.64","0.923","4.875"
"2016","URY","Uruguay","7.16","65","2","6.458823529","5.899395252","7","8","6.839554695","7.645800113","4.357136687","6.473771732","5.833333333","4.166666667","3.591065372","6.451671664","5.303614935","4.442086617","1","5.362794124","8.230570123","9.584613247","8.0722","10","8.971845842","7.7328","5.713218032","10","7.726774706","7.793198184","7.365061989","6.214696336","6.866119188","6.815292504","1.69","1.305","7.867"
"2016","VEN","Venezuela","2.88","162","4","6.985294118","5.773841962","0","6","4.68978402","0.216767192","0.641251305","1.149376035","0.833333333","1.666666667","2.383141833","8.12971931","1.395894488","1.610088348","1","2.00291539","2.76840426","0","0","5","1.942101065","7.467155556","1.964154243","0","3.693935982","3.281311445","3.333333333","2.107445804","2.009841296","2.483540144","-17.04","-17.293","20.863"
"2016","VNM","Vietnam","6.42","112","3","9.214705882","","","6","7.607352941","4.337769747","4.115264615","4.993180037","5","6.666666667","5.687988778","8.716067102","5.550994078","6.09489441","0.780487805","5.060821486","8.252161428","8.272372013","9.35124","0","6.46894336","7.556266667","5.308907652","10","2.239655443","6.27620744","8.953395404","5.254315229","5.896364731","6.701358455","6.69","5.565","2.33"
"2016","YEM","Yemen, Rep.","6.34","117","3","8.514705882","9.02039596","4","9","7.633775461","2.508196433","2.796219985","3.252800703","4.166666667","3.333333333","3.78080299","9.049234261","2.408899467","3.21432352","0.634146341","3.133065018","9.906749916","7.269562254","9","10","9.044078043","8.43","4.811525072","10","3.493863466","6.683847134","5","6.522810147","4.159381268","5.227397138","-9.38","-12.015","0"
"2016","ZMB","Zambia","6.61","97","3","4.758823529","10","4","5.5","6.064705882","4.005428553","3.812963367","5.597120127","8.333333333","6.666666667","3.508418602","5.895293064","4.508759578","5.677977403","1","5.333995633","8.067193515","8.558390116","6.42602","10","8.262900908","5.330266667","3.850720638","10","8.707998777","6.97224652","7.516936533","5.545247939","6.17471881","6.412301094","3.76","0.623","0"
"2016","ZWE","Zimbabwe","6.06","127","4","4.585294118","10","6","4","6.146323529","3.30851674","3.347216049","2.5682501","3.333333333","5","2.374700829","6.821422047","4.095267455","5.719347","0.846153846","3.750569595","9.369522372","9.13541554","9.68806","5","8.298249478","4.810311111","3.316497934","10","4.118611595","5.56135516","9.104015018","6.123364141","4.415956014","6.547778391","0.74","-0.809","0"
